Kingdom	Phylum	Class	Order	Family	Genus	Species	NCBI_tax_id	Patient_ASD	Patient_9	Patient_7	Patient_6	Patient_5	Patient_4	Patient_3	Patient_2	Patient_1	Patient_11
Bacteria	Firmicutes	Firmicutes_unclassified	NA	NA	NA	NA	2|1239|	0	0.86454	0.64161	0	0	0	0.33778	0.1778	0	0
Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	NA	NA	NA	2|1239||	0	0.86454	0.64161	0	0	0	0.33778	0.1778	0	0
Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	NA	NA	2|1239|||	0	0.86454	0.64161	0	0	0	0.33778	0.1778	0	0
Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	NA	2|1239||||	0	0.86454	0.64161	0	0	0	0.33778	0.1778	0	0
Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	bacterium_CAG_83	2|1239|||||1262992	0	0.83698	0.64161	0	0	0	0.33778	0.1778	0	0
Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	bacterium_CAG_95	2|1239|||||1262988	0	0.02756	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	NA	NA	NA	NA	2|1239|909932	0	1.14954	0.20032	0	0.36643	0	0	0.01958	0	0
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	NA	NA	NA	2|1239|909932|1843488	0	0.05418	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	NA	NA	2|1239|909932|1843488|909930	0	0.05418	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	NA	2|1239|909932|1843488|909930|33024	0	0.05418	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	faecium	2|1239|909932|1843488|909930|33024|33025	0	0.05418	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	NA	NA	NA	2|1239|909932|1843489	0	1.09536	0.20032	0	0.36643	0	0	0.01958	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	NA	NA	2|1239|909932|1843489|31977	0	1.09536	0.20032	0	0.36643	0	0	0.01958	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	NA	2|1239|909932|1843489|31977|39948	0	1.09536	0.07968	0	0.36643	0	0	0.01958	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	invisus	2|1239|909932|1843489|31977|39948|218538	0	1.09536	0.07968	0	0.36643	0	0	0.01958	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA	2|1239|909932|1843489|31977|29465	0	0	0.12064	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	parvula	2|1239|909932|1843489|31977|29465|29466	0	0	0.12064	0	0	0	0	0	0	0
Bacteria	Proteobacteria	NA	NA	NA	NA	NA	2|1224	0	0	0.18153	0	0.03747	0	0	0	0.1639	0.26059
Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA	NA	2|1224|28216	0	0	0.04771	0	0.03747	0	0	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	NA	2|1224|28216|80840	0	0	0.04771	0	0.03747	0	0	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	NA	NA	2|1224|28216|80840|995019	0	0	0.04771	0	0.03747	0	0	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	NA	2|1224|28216|80840|995019|577310	0	0	0.04771	0	0.03747	0	0	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	excrementihominis	2|1224|28216|80840|995019|577310|487175	0	0	0.04771	0	0.03747	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	2|1224|1236	0	0	0	0	0	0	0	0	0.1639	0.26059
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA	2|1224|1236|91347	0	0	0	0	0	0	0	0	0.1639	0.26059
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	2|1224|1236|91347|543	0	0	0	0	0	0	0	0	0.1639	0.26059
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	NA	2|1224|1236|91347|543|561	0	0	0	0	0	0	0	0	0.1639	0.26059
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	coli	2|1224|1236|91347|543|561|562	0	0	0	0	0	0	0	0	0.1639	0.26059
Bacteria	Proteobacteria	Proteobacteria_unclassified	NA	NA	NA	NA	2|1224|	0	0	0.13382	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	NA	NA	NA	2|1224||	0	0	0.13382	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	NA	NA	2|1224|||	0	0	0.13382	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	NA	2|1224||||	0	0	0.13382	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	bacterium_CAG_139	2|1224|||||1262986	0	0	0.13382	0	0	0	0	0	0	0
Bacteria	Verrucomicrobia	NA	NA	NA	NA	NA	2|74201	0	0.53246	0.10263	0.01662	0	0.03207	5.08916	0.94724	0.58678	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	NA	NA	2|74201|203494	0	0.53246	0.10263	0.01662	0	0.03207	5.08916	0.94724	0.58678	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	NA	NA	NA	2|74201|203494|48461	0	0.53246	0.10263	0.01662	0	0.03207	5.08916	0.94724	0.58678	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	NA	NA	2|74201|203494|48461|1647988	0	0.53246	0.10263	0.01662	0	0.03207	5.08916	0.94724	0.58678	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA	2|74201|203494|48461|1647988|239934	0	0.53246	0.10263	0.01662	0	0.03207	5.08916	0.94724	0.58678	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	muciniphila	2|74201|203494|48461|1647988|239934|239935	0	0.53246	0.10263	0.01662	0	0.03207	5.08916	0.94724	0.58678	0
Eukaryota	NA	NA	NA	NA	NA	NA	2759	0	0.13528	0	0	0	0	0	0	0	0
Eukaryota	Eukaryota_unclassified	NA	NA	NA	NA	NA	2759|	0	0.13528	0	0	0	0	0	0	0	0
Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	NA	NA	NA	NA	2759||	0	0.13528	0	0	0	0	0	0	0	0
Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	NA	NA	NA	2759|||	0	0.13528	0	0	0	0	0	0	0	0
Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	NA	NA	2759||||	0	0.13528	0	0	0	0	0	0	0	0
Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Blastocystis	NA	2759|||||12967	0	0.13528	0	0	0	0	0	0	0	0
Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Blastocystis	sp_subtype_1	2759|||||12967|944036	0	0.13528	0	0	0	0	0	0	0	0
